FIPS,Tract,County,State,Total,Under 18,18 to 64,Over 64,White,Black,Hispanic,Asian,Other_Races,Below 9th grade,High School,College,Advanced Degree
51001090101,Census Tract 901.01,Accomack County,Virginia,1897,0.11702688455455983,0.547706905640485,0.3352662098049552,0.9288350026357406,0.0,0.03690036900369004,0.0,0.03426462836056932,0.0,0.8986650485436893,0.3713592233009709,0.1304611650485437
51001090102,Census Tract 901.02,Accomack County,Virginia,1388,0.1873198847262248,0.33789625360230546,0.47478386167146974,0.9229106628242075,0.0,0.010806916426512969,0.0,0.06628242074927954,0.0,0.8671799807507219,0.42348411934552455,0.24735322425409048
51001090201,Census Tract 902.01,Accomack County,Virginia,3000,0.15633333333333332,0.4886666666666667,0.355,0.8636666666666667,0.06633333333333333,0.050333333333333334,0.019666666666666666,0.0,0.0372940156114484,0.8065915004336514,0.2263660017346054,0.0745880312228968
51001090202,Census Tract 902.02,Accomack County,Virginia,2984,0.16219839142091153,0.6457774798927614,0.19202412868632707,0.4959785522788204,0.4500670241286863,0.028820375335120642,0.025134048257372654,0.0,0.04897245299519021,0.8128552689112374,0.13336248360297331,0.050284215128989944
51001090300,Census Tract 903,Accomack County,Virginia,2113,0.16280170373876005,0.6635115948887838,0.17368670137245623,0.6971131093232371,0.20776147657359204,0.08092759110269758,0.005205868433506862,0.008991954566966399,0.03642987249544627,0.7370977534911961,0.07407407407407407,0.019429265330904676
51001090401,Census Tract 904.01,Accomack County,Virginia,3426,0.23175715119673088,0.6199649737302977,0.14827787507297138,0.5347343841214244,0.3272037361354349,0.0793928779918272,0.013426736719206071,0.04524226503210741,0.08166598611678236,0.7280522662311147,0.1976316864026133,0.08452429563086974
51001090402,Census Tract 904.02,Accomack County,Virginia,4132,0.3366408518877057,0.4515972894482091,0.2117618586640852,0.2771055179090029,0.35818005808325265,0.3586640851887706,0.0016940948693126815,0.004356243949661181,0.23602005399151563,0.5892788276128037,0.12263787119166988,0.04049363671423062
51001090500,Census Tract 905,Accomack County,Virginia,2341,0.23536950021358394,0.6168304143528407,0.1478000854335754,0.6287911149081589,0.2366510038445109,0.09440410081161897,0.004698846646732166,0.03545493378897907,0.06803594351732992,0.7349165596919127,0.13735558408215662,0.030166880616174584
51001090600,Census Tract 906,Accomack County,Virginia,3551,0.1286961419318502,0.5029569135454801,0.3683469445226697,0.646860039425514,0.2607716136299634,0.05970149253731343,0.000281610813855252,0.032385243593353985,0.030619111709286675,0.8549798115746972,0.3031628532974428,0.1692462987886945
51001090700,Census Tract 907,Accomack County,Virginia,5074,0.23965313362238866,0.5636578636184469,0.19668900275916437,0.6080015766653528,0.31336223886480097,0.04907370910524241,0.008868742609381159,0.020693732755222703,0.024350205198358413,0.7937072503419973,0.21915184678522573,0.10232558139534884
51001090800,Census Tract 908,Accomack County,Virginia,3458,0.2200694042799306,0.5699826489300174,0.20994794679005205,0.4308849045691151,0.5352805089647195,0.03267784846732215,0.0,0.001156737998843262,0.0420726306465899,0.8086802480070859,0.183348095659876,0.06775907883082374
51001980100,Census Tract 9801,Accomack County,Virginia,24,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
51001980200,Census Tract 9802,Accomack County,Virginia,0,,,,,,,,,,,,
51001990100,Census Tract 9901,Accomack County,Virginia,0,,,,,,,,,,,,
51001990200,Census Tract 9902,Accomack County,Virginia,0,,,,,,,,,,,,
51007930101,Census Tract 9301.01,Amelia County,Virginia,2204,0.19782214156079855,0.603448275862069,0.1987295825771325,0.794010889292196,0.12522686025408347,0.0662431941923775,0.0,0.014519056261343012,0.029556650246305417,0.7149014778325123,0.1810344827586207,0.07758620689655173
51007930102,Census Tract 9301.02,Amelia County,Virginia,4812,0.2953034081463009,0.5534081463009144,0.1512884455527847,0.7053200332502079,0.20448877805486285,0.060473815461346635,0.0,0.02971737323358271,0.05135566188197767,0.764274322169059,0.19457735247208932,0.03604465709728868
51007930200,Census Tract 9302,Amelia County,Virginia,6204,0.15538362346872986,0.6212121212121212,0.22340425531914893,0.7332366215344939,0.266602192134107,0.0,0.00016118633139909736,0.0,0.08774834437086093,0.8205711920529801,0.16411423841059603,0.058774834437086095
51011040101,Census Tract 401.01,Appomattox County,Virginia,3816,0.24475890985324947,0.5833333333333334,0.1719077568134172,0.7473794549266247,0.21724318658280922,0.009433962264150943,0.0010482180293501049,0.02489517819706499,0.03709810387469085,0.8367683429513603,0.3219291014014839,0.06141797197032152
51011040102,Census Tract 401.02,Appomattox County,Virginia,3699,0.21330089213300893,0.5869153825358205,0.1997837253311706,0.7307380373073804,0.23168423898350907,0.017572316842389836,0.006488240064882401,0.013517166801838334,0.03774289985052317,0.8348281016442451,0.13714499252615844,0.06203288490284006
51011040200,Census Tract 402,Appomattox County,Virginia,4494,0.17690253671562084,0.5961281708945261,0.22696929238985314,0.7854917668001781,0.13662661326212727,0.040275923453493546,0.0,0.03760569648420116,0.04743777452415813,0.8131771595900439,0.17159590043923864,0.050658857979502196
51011040300,Census Tract 403,Appomattox County,Virginia,4030,0.24441687344913152,0.5464019851116625,0.20918114143920596,0.7905707196029776,0.15037220843672455,0.009181141439205955,0.0,0.049875930521091814,0.038787023977433006,0.7923131170662906,0.1692524682651622,0.0342031029619182
51025930100,Census Tract 9301,Brunswick County,Virginia,2927,0.22446190638879399,0.5008541168431841,0.27468397676802186,0.44653228561667235,0.4943628288349846,0.026990092244619065,0.0,0.03211479330372395,0.06591928251121076,0.7130044843049327,0.17040358744394618,0.07982062780269059
51025930201,Census Tract 9302.01,Brunswick County,Virginia,2240,0.12232142857142857,0.6558035714285714,0.221875,0.36607142857142855,0.5852678571428571,0.009821428571428571,0.002232142857142857,0.03660714285714286,0.03619909502262444,0.6567550096961862,0.10989010989010989,0.04524886877828054
51025930202,Census Tract 9302.02,Brunswick County,Virginia,1805,0.0,0.9673130193905817,0.032686980609418284,0.28421052631578947,0.6498614958448753,0.04764542936288089,0.0,0.018282548476454295,0.03823529411764706,0.45294117647058824,0.03588235294117647,0.0
51025930203,Census Tract 9302.03,Brunswick County,Virginia,4518,0.234174413457282,0.6301460823373174,0.13567950420540062,0.2113767153607791,0.7505533421868084,0.002434705621956618,0.0,0.035635236830455955,0.06992230854605994,0.7021827598964114,0.14317425083240842,0.04735479097299297
51025930301,Census Tract 9303.01,Brunswick County,Virginia,1678,0.1728247914183552,0.5435041716328963,0.2836710369487485,0.5488676996424314,0.433253873659118,0.0,0.0017878426698450535,0.016090584028605484,0.008148148148148147,0.7570370370370371,0.2748148148148148,0.17925925925925926
51025930302,Census Tract 9303.02,Brunswick County,Virginia,2876,0.12899860917941586,0.5531988873435327,0.31780250347705147,0.6981919332406119,0.2712100139082058,0.019471488178025034,0.0,0.011126564673157162,0.0858000858000858,0.6906906906906907,0.23251823251823253,0.06906906906906907
51029930101,Census Tract 9301.01,Buckingham County,Virginia,3693,0.19306796642296237,0.579203899268887,0.22772813430815056,0.6566477118873545,0.2870295152992147,0.042512862171676144,0.00027078256160303275,0.013539128080151638,0.1111504424778761,0.7132743362831858,0.10690265486725664,0.05203539823008849
51029930102,Census Tract 9301.02,Buckingham County,Virginia,3229,0.2198823165066584,0.5896562403220812,0.19046144317126046,0.4056983586249613,0.4967482192629297,0.024775472282440383,0.0,0.07277794982966863,0.09483488569009314,0.7396274343776461,0.09525825571549534,0.04784081287044877
51029930201,Census Tract 9302.01,Buckingham County,Virginia,5329,0.10677425408144117,0.7357853255770314,0.1574404203415275,0.5582660911990993,0.3818727716269469,0.027584912741602553,0.001125914805779696,0.03115030962657159,0.0859210833527901,0.6019145458790567,0.07704879757179547,0.03198692505253327
51029930202,Census Tract 9302.02,Buckingham County,Virginia,4581,0.2311722331368697,0.5555555555555556,0.21327221130757476,0.7836716874044969,0.17223313686967912,0.007640253219821,0.0,0.03645492250600305,0.054637865311308764,0.7792249047013977,0.198856416772554,0.06162642947903431
51031020101,Census Tract 201.01,Campbell County,Virginia,5628,0.1631130063965885,0.5746268656716418,0.2622601279317697,0.847547974413646,0.1160270078180526,0.006929637526652452,0.0024875621890547263,0.02700781805259417,0.04411428571428572,0.8148571428571428,0.22582857142857143,0.09234285714285714
51031020102,Census Tract 201.02,Campbell County,Virginia,4795,0.17247132429614181,0.654014598540146,0.1735140771637122,0.8636079249217935,0.10782064650677789,0.0,0.0,0.02857142857142857,0.018191995521970334,0.8427092079485027,0.18052057094878254,0.07136859781696053
51031020200,Census Tract 202,Campbell County,Virginia,5541,0.21765024363833244,0.5782349756361668,0.20411478072550082,0.8031041328280094,0.11550261685616314,0.050532394874571375,0.01173073452445407,0.01913012091680202,0.038461538461538464,0.8557029177718833,0.3196286472148541,0.12360742705570292
51031020300,Census Tract 203,Campbell County,Virginia,3930,0.2223918575063613,0.5343511450381679,0.24325699745547075,0.9078880407124682,0.03409669211195929,0.025190839694656488,0.015776081424936386,0.017048346055979643,0.017915904936014627,0.910054844606947,0.28372943327239486,0.13235831809872028
51031020401,Census Tract 204.01,Campbell County,Virginia,4483,0.17421369618559002,0.6651795672540709,0.16060673656033905,0.685701539147892,0.10372518402855231,0.15748382779388803,0.006468882444791434,0.0466205665848762,0.02356687898089172,0.9184713375796179,0.3700636942675159,0.09490445859872612
51031020402,Census Tract 204.02,Campbell County,Virginia,3427,0.17128683980157572,0.6618033265246571,0.16690983367376713,0.8088707324190254,0.083163116428363,0.032973446162824625,0.012839217974905165,0.06215348701488182,0.03146430012101654,0.9261799112545381,0.34852763210972165,0.10246066962484873
