FIPS,Tract,County,State,Gini Coefficient,Economic Segregation,Racial Economic Segregation,Racial Segregation,Gender Pay Gap,Uninsured Children,Uninsured (Black),Uninsured (Hispanic),Living Below Poverty (Black),Living Below Poverty (Hispanic),Lack_English_Prof
51029930101,Census Tract 9301.01,Buckingham County,Virginia,0.4107,-0.37405106970324364,-0.11801242236024845,0.3696181965881397,0.05786513076802402,0.049247606019151846,0.13867924528301886,0.2484076433121019,0.22741433021806853,0.8461538461538461,0.013241220495106506
51029930102,Census Tract 9301.02,Buckingham County,Virginia,0.4383,-0.2782685512367491,-0.18904593639575973,-0.09104986063796841,0.09282948585992257,0.0,0.08679479231246125,0.16666666666666666,0.10071942446043165,0.0,0.0
51029930201,Census Tract 9302.01,Buckingham County,Virginia,0.4185,-0.23722627737226276,-0.12189781021897811,0.17639331957215237,0.12548816759343073,0.16579406631762653,0.08110687022900763,0.6666666666666666,0.3520710059171598,0.42857142857142855,0.005369127516778523
51029930202,Census Tract 9302.02,Buckingham County,Virginia,0.4575,-0.1562323745064862,0.01410039481105471,0.6114385505348178,0.3318972363405337,0.1505281690140845,0.06973848069738481,0.0,0.09146341463414634,,0.0
51031020101,Census Tract 201.01,Campbell County,Virginia,0.4186,-0.23849056603773586,0.02490566037735849,0.7315209665955935,0.3737947377022389,0.06100217864923747,0.03354632587859425,0.0,0.0,,0.0
51031020102,Census Tract 201.02,Campbell County,Virginia,0.3723,-0.1271745650869826,0.0623875224955009,0.7557872784150157,0.485534693877551,0.04713804713804714,0.04967602591792657,,0.08163265306122448,,0.0
51031020200,Census Tract 202,Campbell County,Virginia,0.4225,-0.14451382694023193,0.01694915254237288,0.6876015159718463,0.03582843030435101,0.007275666936135812,0.0140625,0.0,0.0,0.0,0.008093170153967627
51031020300,Census Tract 203,Campbell County,Virginia,0.3419,-0.09640190088255261,0.048879837067209775,0.8737913486005089,0.1038496624703521,0.03932584269662921,0.06716417910447761,0.020202020202020204,0.32142857142857145,,0.0007834943849569079
51031020401,Census Tract 204.01,Campbell County,Virginia,0.3759,-0.08868501529051988,0.09123343527013252,0.5819763551193398,-0.16670987814363492,0.04156769596199525,0.0,0.29745042492917845,0.0,0.027777777777777776,0.02635953455236286
51031020402,Census Tract 204.02,Campbell County,Virginia,0.3944,-0.08731241473396999,0.06548431105047749,0.7257076159906624,0.028059087794106485,0.07993730407523511,0.0,0.504424778761062,0.0,0.0,0.015413070283600493
51031020403,Census Tract 204.03,Campbell County,Virginia,0.4156,-0.0125,0.11898148148148148,0.5284188770237686,0.10109413147662538,0.02450646698434309,0.02109704641350211,0.02888086642599278,0.0,0.0,0.09641775084655142
51031020500,Census Tract 205,Campbell County,Virginia,0.3952,-0.14800824175824176,0.07177197802197802,0.7079770261646459,-0.11872711608873576,0.1280120481927711,0.0,0.0,0.0,,0.005195843325339729
51031020600,Census Tract 206,Campbell County,Virginia,0.5112,-0.19589675711449372,0.01257445400397088,0.6756756756756757,0.2766529001132999,0.0,0.075046904315197,0.0,0.0,0.0,0.0
51031020700,Census Tract 207,Campbell County,Virginia,0.457,-0.3632286995515695,-0.13004484304932734,0.25618374558303886,-0.007161152056871067,0.02608695652173913,0.13610888710968774,,0.34,,0.0
51031020800,Census Tract 208,Campbell County,Virginia,0.4333,-0.31905961376994124,-0.13014273719563393,0.51998533186652,0.12122875816993461,0.15384615384615385,0.08680555555555555,0.0,0.03137254901960784,0.0,0.0
51031020900,Census Tract 209,Campbell County,Virginia,0.4291,-0.22621184919210055,-0.025134649910233394,0.485597695631301,0.13935063252881996,0.07710843373493977,0.1040582726326743,0.8461538461538461,0.22884012539184953,,0.006416837782340862
